ああ言えばこう言う　　　　　　　　　　　ああいえばこういう　　　　　　　　　　　,D W.  N  ,
思いを断ち切る　　　　　　　　　　　　　おもいをたちきる　　　　　　　　　　　　,D R.  PI ,
思いを伝える　　　　　　　　　　　　　　おもいをつたえる　　　　　　　　　　　　,D 1.   I ,
思いを募らせる　　　　　　　　　　　　　おもいをつのらせる　　　　　　　　　　　,D 1.  PM ,
思いを遂げる　　　　　　　　　　　　　　おもいをとげる　　　　　　　　　　　　　,D 1.  PI ,
思いをはせる　　　　　　　　　　　　　　おもいをはせる　　　　　　　　　　　　　,D 1.  PI ,
思いを晴らす　　　　　　　　　　　　　　おもいをはらす　　　　　　　　　　　　　,D S.  PI ,
思いを秘める　　　　　　　　　　　　　　おもいをひめる　　　　　　　　　　　　　,D 1.  PM ,
思いを踏みにじる　　　　　　　　　　　　おもいをふみにじる　　　　　　　　　　　,DI1.  NI ,
思いを巡らす　　　　　　　　　　　　　　おもいをめぐらす　　　　　　　　　　　　,D S.   I ,
思いを寄せる　　　　　　　　　　　　　　おもいをよせる　　　　　　　　　　　　　,D 1.  PI ,
思う心　　　　　　　　　　　　　　　　　おもうこころ　　　　　　　　　　　　　　,N  .  P  ,
思うつぼ　　　　　　　　　　　　　　　　おもうつぼ　　　　　　　　　　　　　　　,C  . 3P  ,
思うつぼにはまる　　　　　　　　　　　　おもうつぼにはまる　　　　　　　　　　　,D R.  NM ,
思うところなし　　　　　　　　　　　　　おもうところなし　　　　　　　　　　　　,C  .  N  ,
思うに　　　　　　　　　　　　　　　　　おもうに　　　　　　　　　　　　　　　　,F Y.     ,
思うに任せない　　　　　　　　　　　　　おもうにまかせない　　　　　　　　　　　,D 7.  NM ,
思うばかり　　　　　　　　　　　　　　　おもうばかり　　　　　　　　　　　　　　,N  .  P  ,
思う人　　　　　　　　　　　　　　　　　おもうひと　　　　　　　　　　　　　　　,N  .  P  ,
思うまま　　　　　　　　　　　　　　　　おもうまま　　　　　　　　　　　　　　　,C  . 3P  ,
面影が残る　　　　　　　　　　　　　　　おもかげがのこる　　　　　　　　　　　　,D R.   M ,
面影の残る　　　　　　　　　　　　　　　おもかげののこる　　　　　　　　　　　　,R  .   M ,
面影を探す　　　　　　　　　　　　　　　おもかげをさがす　　　　　　　　　　　　,D S.   I ,
面影をしのぶ　　　　　　　　　　　　　　おもかげをしのぶ　　　　　　　　　　　　,D B.   I ,
面影をとどめる　　　　　　　　　　　　　おもかげをとどめる　　　　　　　　　　　,D 1.   M ,
面影を残す　　　　　　　　　　　　　　　おもかげをのこす　　　　　　　　　　　　,D S.   I ,
重きを置く　　　　　　　　　　　　　　　おもきをおく　　　　　　　　　　　　　　,D K.  PI ,
重きを成す　　　　　　　　　　　　　　　おもきをなす　　　　　　　　　　　　　　,D S.  PM ,
重く受け止める　　　　　　　　　　　　　おもくうけとめる　　　　　　　　　　　　,D 1.   M ,
重くのしかかっている　　　　　　　　　　おもくのしかかっている　　　　　　　　　,D 1.  NM ,
重く見る　　　　　　　　　　　　　　　　おもくみる　　　　　　　　　　　　　　　,D 1.   I ,
重苦しい空気　　　　　　　　　　　　　　おもくるしいくうき　　　　　　　　　　　,N 1.  N  ,
重苦しい空気が流れる　　　　　　　　　　おもくるしいくうきがながれる　　　　　　,N 1.  N  ,
重さが増す　　　　　　　　　　　　　　　おもさがます　　　　　　　　　　　　　　,D S.  NM ,
面白いように　　　　　　　　　　　　　　おもしろいように　　　　　　　　　　　　,F Y.  P  ,
重たい空気に包まれて　　　　　　　　　　おもたいくうきにつつまれて　　　　　　　,F Y.  N  ,
おもちゃにする　　　　　　　　　　　　　おもちゃにする　　　　　　　　　　　　　,D 5.  NI ,
おもちゃになる　　　　　　　　　　　　　おもちゃになる　　　　　　　　　　　　　,D R.  NM ,
おもちゃ箱を引っ繰り返したよう　　　　　おもちゃばこをひっくりかえしたよう　　　,C  .  N  ,
思ってもみない　　　　　　　　　　　　　おもってもみない　　　　　　　　　　　　,D 7.  NM ,
思ってもみなかった　　　　　　　　　　　おもってもみなかった　　　　　　　　　　,F Y.  NM ,
面が輝く　　　　　　　　　　　　　　　　おもてがかがやく　　　　　　　　　　　　,D K.  PM ,
表ざたにする　　　　　　　　　　　　　　おもてざたにする　　　　　　　　　　　　,D 5.  NI ,
表ざたになる　　　　　　　　　　　　　　おもでざたになる　　　　　　　　　　　　,D R.  NM ,
表に立つ　　　　　　　　　　　　　　　　おもてにたつ　　　　　　　　　　　　　　,D T.   I ,
表に立てる　　　　　　　　　　　　　　　おもてにたてる　　　　　　　　　　　　　,D 1.   I ,
表に出る　　　　　　　　　　　　　　　　おもてにでる　　　　　　　　　　　　　　,D 1.  NI ,
表舞台から去る　　　　　　　　　　　　　おもてぶたいからさる　　　　　　　　　　,D R.  NM ,
表舞台から姿を消す　　　　　　　　　　　おもてぶたいからすがたをけす　　　　　　,D S.  NM ,
表舞台に立って　　　　　　　　　　　　　おもてぶたいにたって　　　　　　　　　　,F Y.  P  ,
面も振らず　　　　　　　　　　　　　　　おもてもふらず　　　　　　　　　　　　　,C  .  P  ,
面を上げる　　　　　　　　　　　　　　　おもてをあげる　　　　　　　　　　　　　,D 1.  PI ,
面を輝かせる　　　　　　　　　　　　　　おもてをかがやかせる　　　　　　　　　　,D 1.  PM ,
表を飾る　　　　　　　　　　　　　　　　おもてをかざる　　　　　　　　　　　　　,D R.  NI ,
面をさらす　　　　　　　　　　　　　　　おもてをさらす　　　　　　　　　　　　　,D S.  NM ,
表を繕う　　　　　　　　　　　　　　　　おもてをつくろう　　　　　　　　　　　　,D W.  PI ,
面を伏せる　　　　　　　　　　　　　　　おもてをふせる　　　　　　　　　　　　　,D 1.  NI ,
重荷が下りる　　　　　　　　　　　　　　おもにがおりる　　　　　　　　　　　　　,D 1.  PM ,
重荷の下りる　　　　　　　　　　　　　　おもにのおりる　　　　　　　　　　　　　,D 1.  PM ,
重荷を下ろす　　　　　　　　　　　　　　おもにをおろす　　　　　　　　　　　　　,D S.  PI ,
重荷を背負う　　　　　　　　　　　　　　おもにをせおう　　　　　　　　　　　　　,D W.  NI ,
重みを増す　　　　　　　　　　　　　　　おもみをます　　　　　　　　　　　　　　,D S.   M ,
重りを付ける　　　　　　　　　　　　　　おもりをつける　　　　　　　　　　　　　,D 1.   I ,
思惑が外れる　　　　　　　　　　　　　　おもわくがはずれる　　　　　　　　　　　,D 1.  NM ,
思惑の外れる　　　　　　　　　　　　　　おもわくのはずれる　　　　　　　　　　　,D 1.  NM ,
思わしくない　　　　　　　　　　　　　　おもわしくない　　　　　　　　　　　　　,K  .  N  ,
思わず知らず　　　　　　　　　　　　　　おもわずしらず　　　　　　　　　　　　　,C  .     ,
思わせぶり　　　　　　　　　　　　　　　おもわせぶり　　　　　　　　　　　　　　,C  .  N  ,
親が敷いたレール　　　　　　　　　　　　おやがしいたれーる　　　　　　　　　　　,N 1.  P  ,
親方日の丸　　　　　　　　　　　　　　　おやかたひのまる　　　　　　　　　　　　,C  .  N  ,
親がなくとも子は育つ　　　　　　　　　　おやがなくともこはそだつ　　　　　　　　,D T.  PM ,
お役に立てれば　　　　　　　　　　　　　おやくにたてれば　　　　　　　　　　　　,F Y.  P  ,
親子は一世　　　　　　　　　　　　　　　おやこはいっせ　　　　　　　　　　　　　,C  .     ,
お屋敷に上がる　　　　　　　　　　　　　おやしきにあがる　　　　　　　　　　　　,D R.   I ,
お安いご用　　　　　　　　　　　　　　　おやすいごよう　　　　　　　　　　　　　,C  .  P  ,
お安くない　　　　　　　　　　　　　　　おやすくない　　　　　　　　　　　　　　,K  .  N  ,
親の因果　　　　　　　　　　　　　　　　おやのいんが　　　　　　　　　　　　　　,C  .  N  ,
親の因果が子に報いる　　　　　　　　　　おやのいんががこにむくいる　　　　　　　,D 1.   M ,
親の顔が見たい　　　　　　　　　　　　　おやのかおがみたい　　　　　　　　　　　,K  .  N  ,
親の顔に泥を塗る　　　　　　　　　　　　おやのかおにどろをぬる　　　　　　　　　,D R.  NM ,
親の顔を汚す　　　　　　　　　　　　　　おやのかおをけがす　　　　　　　　　　　,D S.  NM ,
親の顔を潰す　　　　　　　　　　　　　　おやのかおをつぶす　　　　　　　　　　　,D S.  NM ,
親の敵　　　　　　　　　　　　　　　　　おやのかたき　　　　　　　　　　　　　　,N 1.     ,
親の心子知らず　　　　　　　　　　　　　おやのこころこしらず　　　　　　　　　　,C  .  N  ,
親の心は子知らず　　　　　　　　　　　　おやのこころはこしらず　　　　　　　　　,C  .  N  ,
親のすねをかじる　　　　　　　　　　　　おやのすねをかじる　　　　　　　　　　　,D R.  NM ,
親の七光り　　　　　　　　　　　　　　　おやのななひかり　　　　　　　　　　　　,C  . 3N  ,
親の欲目　　　　　　　　　　　　　　　　おやのよくめ　　　　　　　　　　　　　　,C  .  N  ,
親馬鹿　　　　　　　　　　　　　　　　　おやばか　　　　　　　　　　　　　　　　,C  .  N  ,
親馬鹿子馬鹿　　　　　　　　　　　　　　おやばかこばか　　　　　　　　　　　　　,C  .  N  ,
親はなくとも子は育つ　　　　　　　　　　おやはなくともこはそだつ　　　　　　　　,D T.  PM ,
親船に乗ったよう　　　　　　　　　　　　おやぶねにのったよう　　　　　　　　　　,C  .  P  ,
お山の大将　　　　　　　　　　　　　　　おやまのたいしょう　　　　　　　　　　　,C  .  N  ,
おやみなく　　　　　　　　　　　　　　　おやみなく　　　　　　　　　　　　　　　,C  .     ,
親元に帰す　　　　　　　　　　　　　　　おやもとにかえす　　　　　　　　　　　　,D S.   I ,
親元を離れる　　　　　　　　　　　　　　おやもとをはなれる　　　　　　　　　　　,D 1.   I ,
親を親とも思わぬ　　　　　　　　　　　　おやをおやともおもわぬ　　　　　　　　　,D 7.  N  ,
及ばずながら　　　　　　　　　　　　　　およばずながら　　　　　　　　　　　　　,F Y.     ,
及び腰になる　　　　　　　　　　　　　　およびごしになる　　　　　　　　　　　　,D R.  NM ,
お呼びでない　　　　　　　　　　　　　　およびでない　　　　　　　　　　　　　　,K  .     ,
及びも付かない　　　　　　　　　　　　　およびもつかない　　　　　　　　　　　　,D 7.     ,
折り合いがいい　　　　　　　　　　　　　おりあいがいい　　　　　　　　　　　　　,K  .  P  ,
折り合いが付かない　　　　　　　　　　　おりあいがつかない　　　　　　　　　　　,D 7.  N  ,
折り合いが付く　　　　　　　　　　　　　おりあいがつく　　　　　　　　　　　　　,D K.  PM ,
折り合いが悪い　　　　　　　　　　　　　おりあいがわるい　　　　　　　　　　　　,K  .  N  ,
折り合いを付ける　　　　　　　　　　　　おりあいをつける　　　　　　　　　　　　,D 1.  NI ,
折あしく　　　　　　　　　　　　　　　　おりあしく　　　　　　　　　　　　　　　,F Y.  N  ,
折り紙が付く　　　　　　　　　　　　　　おりがみがつく　　　　　　　　　　　　　,D K.  PM ,
折り紙付き　　　　　　　　　　　　　　　おりがみつき　　　　　　　　　　　　　　,C  .  P  ,鑑定書付き
折り紙を付ける　　　　　　　　　　　　　おりがみをつける　　　　　　　　　　　　,D 1.  PI ,
折から　　　　　　　　　　　　　　　　　おりから　　　　　　　　　　　　　　　　,F Y.  N  ,
折りに触れて　　　　　　　　　　　　　　おりにふれて　　　　　　　　　　　　　　,F Y.     ,
折り目が付く　　　　　　　　　　　　　　おりめがつく　　　　　　　　　　　　　　,D K.   M ,
折り目正しい　　　　　　　　　　　　　　おりめただしい　　　　　　　　　　　　　,R  .  P  ,
折り目を付ける　　　　　　　　　　　　　おりめをつける　　　　　　　　　　　　　,D 1.  PI ,
折りもあろうに　　　　　　　　　　　　　おりもあろうに　　　　　　　　　　　　　,F Y.  N  ,
折りも折　　　　　　　　　　　　　　　　おりもおり　　　　　　　　　　　　　　　,F Y.     ,
折よく　　　　　　　　　　　　　　　　　おりよく　　　　　　　　　　　　　　　　,F Y.  P  ,
折を見て　　　　　　　　　　　　　　　　おりをみて　　　　　　　　　　　　　　　,F Y.     ,
お留守になる　　　　　　　　　　　　　　おるすになる　　　　　　　　　　　　　　,D R.  NM ,
俺としたことが　　　　　　　　　　　　　おれとしたことが　　　　　　　　　　　　,F Y.  N  ,
愚かにも　　　　　　　　　　　　　　　　おろかにも　　　　　　　　　　　　　　　,F Y.  N  ,
おろそかにできない　　　　　　　　　　　おろそかにできない　　　　　　　　　　　,D 7.  NM ,
おわびを入れる　　　　　　　　　　　　　おわびをいれる　　　　　　　　　　　　　,D 1.  PI ,
終わりのときを告げる　　　　　　　　　　おわりのときをつげる　　　　　　　　　　,D 1.  NM ,
終わりの見えない　　　　　　　　　　　　おわりのみえない　　　　　　　　　　　　,D 7.  NM ,
終わりよければすべてよし　　　　　　　　おわりよければすべてよし　　　　　　　　,C  .  P  ,
終わりを告げる　　　　　　　　　　　　　おわりをつげる　　　　　　　　　　　　　,D 1.   M ,
終わりを全うする　　　　　　　　　　　　おわりをまっとうする　　　　　　　　　　,D 4.  PI ,
終わりを迎える　　　　　　　　　　　　　おわりをむかえる　　　　　　　　　　　　,D 1.  NM ,
尾を引く　　　　　　　　　　　　　　　　おをひく　　　　　　　　　　　　　　　　,D K.  NM ,
尾を振る　　　　　　　　　　　　　　　　おをふる　　　　　　　　　　　　　　　　,D R.   I ,
尾を見せる　　　　　　　　　　　　　　　おをみせる　　　　　　　　　　　　　　　,D 1.  NM ,
音楽を奏でる　　　　　　　　　　　　　　おんがくをかなでる　　　　　　　　　　　,D 1.  PI ,
音楽を利く　　　　　　　　　　　　　　　おんがくをきく　　　　　　　　　　　　　,D K.   I ,
恩義に感じる　　　　　　　　　　　　　　おんぎにかんじる　　　　　　　　　　　　,D 1.  PM ,
恩義に報いる　　　　　　　　　　　　　　おんぎにむくいる　　　　　　　　　　　　,D 1.  PI ,
恩恵にあずかる　　　　　　　　　　　　　おんけいにあずかる　　　　　　　　　　　,D R.  PM ,
恩恵に浴する　　　　　　　　　　　　　　おんけいによくする　　　　　　　　　　　,D 5.  PM ,
恩恵を与える　　　　　　　　　　　　　　おんけいをあたえる　　　　　　　　　　　,D 1.  PI ,
恩恵を受ける　　　　　　　　　　　　　　おんけいをうける　　　　　　　　　　　　,D 1.  PM ,
恩恵を享受する　　　　　　　　　　　　　おんけいをきょうじゅする　　　　　　　　,D 4.  PM ,
恩恵を授かる　　　　　　　　　　　　　　おんけいをさずかる　　　　　　　　　　　,D R.  PM ,
恩恵を施す　　　　　　　　　　　　　　　おんけいをほどこす　　　　　　　　　　　,D S.  PI ,
恩恵をもたらす　　　　　　　　　　　　　おんけいをもたらす　　　　　　　　　　　,D S.  PM ,
恩賞にあずかる　　　　　　　　　　　　　おんしょうにあずかる　　　　　　　　　　,D R.  PM ,
温情にすがる　　　　　　　　　　　　　　おんじょうにすがる　　　　　　　　　　　,D R.  PM ,
温情に報いる　　　　　　　　　　　　　　おんじょうにむくいる　　　　　　　　　　,D 1.  PI ,
温情のあふれる　　　　　　　　　　　　　おんじょうのあふれる　　　　　　　　　　,D 1.  PM ,
音信が途絶える　　　　　　　　　　　　　おんしんがとだえる　　　　　　　　　　　,D 1.  NM ,
温泉が湧く　　　　　　　　　　　　　　　おんせんがわく　　　　　　　　　　　　　,D K.  PM ,
温暖化を食い止める　　　　　　　　　　　おんだんかをくいとめる　　　　　　　　　,D 1.  PI ,
音程が合う　　　　　　　　　　　　　　　おんていがあう　　　　　　　　　　　　　,D W.  PM ,
音程が狂う　　　　　　　　　　　　　　　おんていがくるう　　　　　　　　　　　　,D W.  NM ,
恩典に浴する　　　　　　　　　　　　　　おんてんによくする　　　　　　　　　　　,D 5.  PM ,
恩典を与える　　　　　　　　　　　　　　おんてんをあたえる　　　　　　　　　　　,D 1.  PI ,
温度差がある　　　　　　　　　　　　　　おんどさがある　　　　　　　　　　　　　,D R.  NM ,形容詞が係る
温度差が生ずる　　　　　　　　　　　　　おんどさがしょうずる　　　　　　　　　　,D 6.  NM ,形容詞が係る
温度を保つ　　　　　　　　　　　　　　　おんどをたもつ　　　　　　　　　　　　　,D T.  PI ,
音頭を取る　　　　　　　　　　　　　　　おんどをとる　　　　　　　　　　　　　　,D R.  PI ,
温度を測る　　　　　　　　　　　　　　　おんどをはかる　　　　　　　　　　　　　,D R.   I ,
女手一つで育て上げる　　　　　　　　　　おんなでひとつでそだてあげる　　　　　　,D 1.  PI ,
女手一つで育てる　　　　　　　　　　　　おんなでひとつでそだてる　　　　　　　　,D 1.  PI ,
女に溺れる　　　　　　　　　　　　　　　おんなにおぼれる　　　　　　　　　　　　,D 1.   M ,
女にする　　　　　　　　　　　　　　　　おんなにする　　　　　　　　　　　　　　,D 5.   I ,
女になる　　　　　　　　　　　　　　　　おんなになる　　　　　　　　　　　　　　,D R.   M ,
女に浸る　　　　　　　　　　　　　　　　おんなにひたる　　　　　　　　　　　　　,D R.  NM ,
女の一念岩をも通す　　　　　　　　　　　おんなのいちねんいわをもとおす　　　　　,D S.  PM ,
女の腐ったよう　　　　　　　　　　　　　おんなのくさったよう　　　　　　　　　　,R  .  N  ,
女の細腕　　　　　　　　　　　　　　　　おんなのほそうで　　　　　　　　　　　　,C  .     ,
女は愛嬌　　　　　　　　　　　　　　　　おんなはあいきょう　　　　　　　　　　　,C  .  P  ,
女は化け物　　　　　　　　　　　　　　　おんなはばけもの　　　　　　　　　　　　,C  .  P  ,
女を落とす　　　　　　　　　　　　　　　おんなをおとす　　　　　　　　　　　　　,D S.  NI ,
女を知る　　　　　　　　　　　　　　　　おんなをしる　　　　　　　　　　　　　　,D R.  N  ,
女を作る　　　　　　　　　　　　　　　　おんなをつくる　　　　　　　　　　　　　,D R.  NI ,
女を張る　　　　　　　　　　　　　　　　おんなをはる　　　　　　　　　　　　　　,D R.   I ,
恩に掛ける　　　　　　　　　　　　　　　おんにかける　　　　　　　　　　　　　　,D 1.  NI ,
恩に着せられる　　　　　　　　　　　　　おんにきせられる　　　　　　　　　　　　,D 1.  NM ,
恩に着せる　　　　　　　　　　　　　　　おんにきせる　　　　　　　　　　　　　　,D 1.  NI ,
恩に着る　　　　　　　　　　　　　　　　おんにきる　　　　　　　　　　　　　　　,D 1.  PI ,
怨念につかれる　　　　　　　　　　　　　おんねんにつかれる　　　　　　　　　　　,D 1.  NM ,
怨念に取りつかれる　　　　　　　　　　　おんねんにとりつかれる　　　　　　　　　,D 1.  NM ,
怨念を晴らす　　　　　　　　　　　　　　おんねんをはらす　　　　　　　　　　　　,D S.  PI ,
御の字　　　　　　　　　　　　　　　　　おんのじ　　　　　　　　　　　　　　　　,C  .  P  ,
オンパレード　　　　　　　　　　　　　　おんぱれーど　　　　　　　　　　　　　　,C  .  P  ,
おんぶにだっこ　　　　　　　　　　　　　おんぶにだっこ　　　　　　　　　　　　　,C  .  P  ,
おんぶにだっこする　　　　　　　　　　　おんぶにだっこする　　　　　　　　　　　,D 4.  PI ,
隠密に行動する　　　　　　　　　　　　　おんみつにこうどうする　　　　　　　　　,D 4.   I ,
音律を調える　　　　　　　　　　　　　　おんりつをととのえる　　　　　　　　　　,D 1.  PI ,
温和な土地　　　　　　　　　　　　　　　おんわなとち　　　　　　　　　　　　　　,N 7.  P  ,
温和な人柄　　　　　　　　　　　　　　　おんわなひとがら　　　　　　　　　　　　,N 1.  P  ,
恩をあだで返す　　　　　　　　　　　　　おんをあだでかえす　　　　　　　　　　　,D S.  NI ,
恩を売る　　　　　　　　　　　　　　　　おんをうる　　　　　　　　　　　　　　　,D R.   I ,
恩を返す　　　　　　　　　　　　　　　　おんをかえす　　　　　　　　　　　　　　,D S.  PI ,
恩を着せる　　　　　　　　　　　　　　　おんをきせる　　　　　　　　　　　　　　,D 1.  NI ,
恩を施す　　　　　　　　　　　　　　　　おんをほどこす　　　　　　　　　　　　　,D S.  PI ,
恩を忘れる　　　　　　　　　　　　　　　おんをわすれる　　　　　　　　　　　　　,D 1.  NM ,
カーテンを閉める　　　　　　　　　　　　かーてんをしめる　　　　　　　　　　　　,D 1.   I ,
ガードが甘い　　　　　　　　　　　　　　がーどがあまい　　　　　　　　　　　　　,K  .  N  ,
ガードが堅い　　　　　　　　　　　　　　がーどがかたい　　　　　　　　　　　　　,K  .  P  ,
ガードを固める　　　　　　　　　　　　　がーどをかためる　　　　　　　　　　　　,D 1.  PI ,
カードを切る　　　　　　　　　　　　　　かーどをきる　　　　　　　　　　　　　　,D R.  PI ,
カーブを切る　　　　　　　　　　　　　　かーぶをきる　　　　　　　　　　　　　　,D R.   I ,
害悪を流す　　　　　　　　　　　　　　　がいあくをながす　　　　　　　　　　　　,D S.  NI ,
飼い犬に手をかまれる　　　　　　　　　　かいいぬにてをかまれる　　　　　　　　　,D 1.  NM ,
会員に諮る　　　　　　　　　　　　　　　かいいんにはかる　　　　　　　　　　　　,D R.   I ,
開会の辞　　　　　　　　　　　　　　　　かいかいのじ　　　　　　　　　　　　　　,N  .     ,
開会を宣する　　　　　　　　　　　　　　かいかいをせんする　　　　　　　　　　　,D 5.  PI ,
開会を延ばす　　　　　　　　　　　　　　かいかいをのばす　　　　　　　　　　　　,D S.   I ,
凱歌が上がる　　　　　　　　　　　　　　がいかがあがる　　　　　　　　　　　　　,D R.  PM ,
改革が進められている　　　　　　　　　　かいかくがすすめられている　　　　　　　,D 1.  PM ,
改革を迫られている　　　　　　　　　　　かいかくをせまられている　　　　　　　　,D 1.  NM ,
改革を迫られる　　　　　　　　　　　　　かいかくをせまられる　　　　　　　　　　,D 1.  NM ,
改革を成し遂げる　　　　　　　　　　　　かいかくをなしとげる　　　　　　　　　　,D 1.  PI ,
会が流れる　　　　　　　　　　　　　　　かいがながれる　　　　　　　　　　　　　,D 1.  NM ,
凱歌を上げる　　　　　　　　　　　　　　がいかをあげる　　　　　　　　　　　　　,D 1.  PI ,
凱歌を奏する　　　　　　　　　　　　　　がいかをそうする　　　　　　　　　　　　,D 5.  PM ,
会議に掛ける　　　　　　　　　　　　　　かいぎにかける　　　　　　　　　　　　　,D 1.   I ,
懐旧の情　　　　　　　　　　　　　　　　かいきゅうのじょう　　　　　　　　　　　,N  .  P  ,
懐旧の念　　　　　　　　　　　　　　　　かいきゅうのねん　　　　　　　　　　　　,N  .  P  ,
快挙を成し遂げる　　　　　　　　　　　　かいきょをなしとげる　　　　　　　　　　,D 1.  PI ,
会期を延ばす　　　　　　　　　　　　　　かいきをのばす　　　　　　　　　　　　　,D S.  NI ,
解決策を見いだす　　　　　　　　　　　　かいけつさくをみいだす　　　　　　　　　,D S.  PI ,
解決に努める　　　　　　　　　　　　　　かいけつにつとめる　　　　　　　　　　　,DI1.  NI ,
解決の糸口　　　　　　　　　　　　　　　かいけつのいとぐち　　　　　　　　　　　,C  .  P  ,
解決を迫られる　　　　　　　　　　　　　かいけつをせまられる　　　　　　　　　　,D 1.  NM ,
解決を図る　　　　　　　　　　　　　　　かいけつをはかる　　　　　　　　　　　　,D R.  PI ,
解決をみる　　　　　　　　　　　　　　　かいけつをみる　　　　　　　　　　　　　,D 1.  PM ,
会合に遅れる　　　　　　　　　　　　　　かいごうにおくれる　　　　　　　　　　　,D 1.  NM ,
会合を持つ　　　　　　　　　　　　　　　かいごうをもつ　　　　　　　　　　　　　,D T.  PI ,
骸骨を乞う　　　　　　　　　　　　　　　がいこつをこう　　　　　　　　　　　　　,D W.   M ,
悔悟の涙　　　　　　　　　　　　　　　　かいごのなみだ　　　　　　　　　　　　　,N  .  N  ,
悔悟の念　　　　　　　　　　　　　　　　かいごのねん　　　　　　　　　　　　　　,N  .  N  ,
快哉を叫ぶ　　　　　　　　　　　　　　　かいさいをさけぶ　　　　　　　　　　　　,D B.  PI ,
解散に追い込まれる　　　　　　　　　　　かいさんにおいこまれる　　　　　　　　　,DI1.  NM ,
会社に勤める　　　　　　　　　　　　　　かいしゃにつとめる　　　　　　　　　　　,D 1.   I ,
会社に入る　　　　　　　　　　　　　　　かいしゃにはいる　　　　　　　　　　　　,DIR.  PI ,
会社に寄る　　　　　　　　　　　　　　　かいしゃによる　　　　　　　　　　　　　,D R.   I ,
全社を挙げて　　　　　　　　　　　　　　かいしゃをあげて　　　　　　　　　　　　,F Y.  P  ,
会社を興す　　　　　　　　　　　　　　　かいしゃをおこす　　　　　　　　　　　　,D S.  PI ,
会社を作る　　　　　　　　　　　　　　　かいしゃをつくる　　　　　　　　　　　　,D R.  PI ,
改悛の情　　　　　　　　　　　　　　　　かいしゅんのじょう　　　　　　　　　　　,N  .  P  ,
会場が静まる　　　　　　　　　　　　　　かいじょうがしずまる　　　　　　　　　　,D R.  PM ,
甲斐性がない　　　　　　　　　　　　　　かいしょうがない　　　　　　　　　　　　,K  .  N  ,
会場を沸かせる　　　　　　　　　　　　　かいじょうをわかせる　　　　　　　　　　,D 1.  PI ,
灰じんに帰す　　　　　　　　　　　　　　かいじんにきす　　　　　　　　　　　　　,D S.  NM ,
会心の笑みを浮かべる　　　　　　　　　　かいしんのえみをうかべる　　　　　　　　,D 1.  PI ,
会心の作　　　　　　　　　　　　　　　　かいしんのさく　　　　　　　　　　　　　,N  .  P  ,
改善が求められる　　　　　　　　　　　　かいぜんがもとめられる　　　　　　　　　,D 1.  NM ,
改善の予知がある　　　　　　　　　　　　かいぜんのよちがある　　　　　　　　　　,D R.  PM ,
改善を迫られる　　　　　　　　　　　　　かいぜんをせまられる　　　　　　　　　　,D 1.  NM ,
階段を下りる　　　　　　　　　　　　　　かいだんをおりる　　　　　　　　　　　　,D 1.   I ,
階段を上る　　　　　　　　　　　　　　　かいだんをのぼる　　　　　　　　　　　　,D R.   I ,
会談を持つ　　　　　　　　　　　　　　　かいだんをもつ　　　　　　　　　　　　　,D T.   I ,
懐中が乏しい　　　　　　　　　　　　　　かいちゅうがとぼしい　　　　　　　　　　,K  .  N  ,
書いては消しする　　　　　　　　　　　　かいてはけしする　　　　　　　　　　　　,D 5.   I ,
街道が延びている　　　　　　　　　　　　かいどうがのびている　　　　　　　　　　,D 1.   M ,
街道が延びる　　　　　　　　　　　　　　かいどうがのびる　　　　　　　　　　　　,D 1.  PM ,
快刀乱麻を断つ　　　　　　　　　　　　　かいとうらんまをたつ　　　　　　　　　　,D T.  PM ,
回答を迫られる　　　　　　　　　　　　　かいとうをせまられる　　　　　　　　　　,D 1.  NM ,
飼いならす　　　　　　　　　　　　　　　かいならす　　　　　　　　　　　　　　　,D S.  PI ,
貝になる　　　　　　　　　　　　　　　　かいになる　　　　　　　　　　　　　　　,D R.  NM ,
会に入る　　　　　　　　　　　　　　　　かいにはいる　　　　　　　　　　　　　　,D R.   I ,
概念に縛られる　　　　　　　　　　　　　がいねんにしばられる　　　　　　　　　　,DI1.  NM ,
概念を覆す　　　　　　　　　　　　　　　がいねんをくつがえす　　　　　　　　　　,D S.  PI ,
開発が進められている　　　　　　　　　　かいはつがすすめられている　　　　　　　,D 1.  PM ,
開発が求められている　　　　　　　　　　かいはつがもとめられている　　　　　　　,D 1.  NM ,
開発が遅れている　　　　　　　　　　　　かいはつくれている　　　　　　　　　　　,D 1.  NM ,
開発を進める　　　　　　　　　　　　　　かいはつをすすめる　　　　　　　　　　　,D 1.  PM ,
回復に向かう　　　　　　　　　　　　　　かいふくにむかう　　　　　　　　　　　　,D W.  PM ,
外聞をはばかる　　　　　　　　　　　　　がいぶんをはばかる　　　　　　　　　　　,D R.  NI ,
快方に向かう　　　　　　　　　　　　　　かいほうにむかう　　　　　　　　　　　　,D W.  PM ,
解明につながる　　　　　　　　　　　　　かいめいにつながる　　　　　　　　　　　,D R.  PM ,
壊滅にひんする　　　　　　　　　　　　　かいめつにひんする　　　　　　　　　　　,D 4.  NM ,
隗より始めよ　　　　　　　　　　　　　　かいよりはじめよ　　　　　　　　　　　　,F Y.     ,
回覧板が回る　　　　　　　　　　　　　　かいらんばんがまわる　　　　　　　　　　,D R.   M ,
